#(id,from,to,speed,planTime)
(14520,41,98,6, 15)
(29569,57,2,8, 15)
(38205,6,51,4, 15)
(50429,83,19,8, 15)
(33014,8,73,4, 15)
(14760,35,90,4, 15)
(37876,56,1,4, 15)
(39902,13,98,6, 15)
(33426,36,91,8, 15)
(14513,68,12,6, 15)
(27337,35,90,4, 15)
(14299,30,82,8, 15)
(43756,98,13,6, 15)
(32889,2,97,4, 15)
(31653,87,21,4, 15)
(27228,5,100,4, 15)
(46942,20,94,6, 15)
(30207,100,23,8, 15)
(12322,44,100,4, 15)
(10524,50,95,8, 15)
(28889,63,9,4, 15)
(34470,25,80,4, 15)
(21847,4,60,8, 15)
(32855,20,65,4, 15)
(18088,7,92,4, 15)
(38523,55,10,6, 15)
(17395,75,10,4, 15)
(39939,51,10,4, 15)
(11720,99,13,4, 15)
(39930,13,69,4, 15)
(50071,22,88,8, 15)
(46260,20,63,8, 15)
(14291,42,97,8, 15)
(38217,37,81,8, 15)
(14981,81,27,8, 15)
(48745,30,83,4, 15)
(34323,37,92,8, 15)
(49654,86,11,8, 15)
(29932,81,37,8, 15)
(20043,72,30,4, 15)
(22072,47,91,6, 15)
(42637,70,11,6, 15)
(22630,74,29,4, 15)
(38245,25,80,4, 15)
(31911,67,2,8, 15)
(49629,17,62,4, 15)
(14229,77,1,8, 15)
(16454,91,38,6, 15)
(22021,4,100,6, 15)
(44826,98,21,4, 15)
(31796,90,2,8, 15)
(38693,96,11,8, 15)
(18632,40,81,4, 15)
(50157,4,99,8, 15)
(20129,49,93,8, 15)
(46717,16,71,8, 15)
(22859,21,80,6, 15)
(38100,33,98,4, 15)
(34024,21,97,4, 15)
(27641,75,30,6, 15)
(33171,28,91,4, 15)
(34036,95,20,8, 15)
(22857,15,70,4, 15)
(17159,100,44,4, 15)
(34009,77,22,6, 15)
(14836,97,12,6, 15)
(27660,12,79,6, 15)
(18674,69,4,4, 15)
(20611,92,20,4, 15)
(14454,30,71,4, 15)
(27704,30,74,6, 15)
(28470,83,39,6, 15)
(45891,98,33,8, 15)
(39588,90,32,4, 15)
(33990,30,71,6, 15)
(29644,53,9,8, 15)
(21960,49,91,8, 15)
(45869,71,19,8, 15)
(33217,52,9,4, 15)
(48966,90,5,4, 15)
(18949,13,89,6, 15)
(38691,22,90,4, 15)
(28562,83,8,8, 15)
(49583,18,91,4, 15)
(14421,41,100,6, 15)
(33155,84,40,6, 15)
(45170,77,2,8, 15)
(16348,65,20,6, 15)
(23459,45,100,8, 15)
(49423,5,70,4, 15)
(33883,10,51,4, 15)
(23443,49,92,4, 15)
(11516,47,92,8, 15)
(14908,12,99,6, 15)
(38818,14,70,8, 15)
(27807,12,70,4, 15)
(12178,72,20,6, 15)
(22739,65,10,4, 15)
(33037,85,20,4, 15)
(27543,66,11,6, 15)
(22753,14,79,4, 15)
(20686,9,71,6, 15)
(11652,16,81,4, 15)
(44809,94,39,6, 15)
(50378,77,1,6, 15)
(31818,5,80,6, 15)
(34042,99,3,4, 15)
(10824,6,61,8, 15)
(39847,76,21,4, 15)
(38637,70,13,8, 15)
(10615,30,82,8, 15)
(17323,58,1,8, 15)
(27603,19,72,8, 15)
(34060,32,89,6, 15)
(34062,83,10,8, 15)
(38770,59,2,8, 15)
(38123,71,28,8, 15)
(11529,67,2,6, 15)
(15548,72,17,8, 15)
(29692,44,100,4, 15)
(28905,72,20,4, 15)
(17387,5,80,6, 15)
(40975,10,92,6, 15)
(22343,12,100,6, 15)
(40844,61,6,8, 15)
(11872,36,91,6, 15)
(46599,22,100,8, 15)
(10438,22,79,6, 15)
(49884,40,83,6, 15)
(48519,60,5,6, 15)
(11175,50,94,4, 15)
(15144,46,91,6, 15)
(15488,69,2,4, 15)
(45583,78,2,6, 15)
(19966,7,71,8, 15)
(16404,36,91,4, 15)
(41016,48,93,6, 15)
(47033,15,80,6, 15)
(11184,36,91,8, 15)
(40036,66,11,8, 15)
(10443,22,78,6, 15)
(40034,57,1,4, 15)
(34710,31,98,6, 15)
(33569,32,88,8, 15)
(48558,28,92,6, 15)
(31961,47,91,4, 15)
(39764,12,88,6, 15)
(18761,35,90,4, 15)
(29068,14,89,6, 15)
(11040,9,92,8, 15)
(23179,73,18,8, 15)
(49865,100,23,8, 15)
(43897,31,96,6, 15)
(15489,77,11,8, 15)
(49870,35,100,4, 15)
(14158,45,100,4, 15)
(18442,58,1,6, 15)
(12513,6,61,4, 15)
(48663,14,79,6, 15)
(17429,53,10,6, 15)
(43892,19,81,6, 15)
(30333,84,9,6, 15)
(10415,91,9,6, 15)
(23272,54,9,8, 15)
(17465,98,23,4, 15)
(42545,29,91,8, 15)
(34903,22,88,6, 15)
(33655,70,1,4, 15)
(10402,71,6,6, 15)
(18394,98,11,6, 15)
(42245,21,98,8, 15)
(32504,28,93,8, 15)
(29803,41,99,4, 15)
(29302,99,23,8, 15)
(15195,71,19,4, 15)
(24131,72,28,8, 15)
(50609,100,31,6, 15)
(10419,90,1,6, 15)
(46090,53,8,6, 15)
(16573,44,100,4, 15)
(34880,41,100,4, 15)
(32600,18,71,6, 15)
(42258,32,88,6, 15)
(42923,66,11,4, 15)
(10428,27,91,8, 15)
(22216,52,8,6, 15)
(32590,56,1,4, 15)
(17040,97,11,8, 15)
(26858,45,100,8, 15)
(48490,75,20,4, 15)
(47047,25,90,6, 15)
(12572,88,31,6, 15)
(39260,29,94,8, 15)
(12574,45,100,4, 15)
(21439,39,83,4, 15)
(20506,82,20,8, 15)
(44728,69,4,6, 15)
(24069,9,54,8, 15)
(29044,8,81,4, 15)
(40882,26,81,4, 15)
(39096,74,19,8, 15)
(34661,26,71,6, 15)
(32371,91,17,6, 15)
(46166,87,11,6, 15)
(27112,45,100,8, 15)
(23306,23,100,6, 15)
(39016,65,10,4, 15)
(21754,37,81,6, 15)
(33545,100,44,8, 15)
(12442,13,100,4, 15)
(34589,24,90,8, 15)
(21828,99,42,8, 15)
(49752,36,81,4, 15)
(20742,3,60,8, 15)
(28979,82,38,8, 15)
(19133,95,20,6, 15)
(32345,18,73,6, 15)
(22457,71,6,6, 15)
(30266,8,73,8, 15)
(22504,78,22,8, 15)
(34620,10,53,6, 15)
(20436,40,95,8, 15)
(27052,40,82,6, 15)
(45001,29,73,6, 15)
(21745,62,8,8, 15)
(39434,86,11,6, 15)
(41253,52,7,4, 15)
(31580,3,88,6, 15)
(46502,70,1,6, 15)
(39410,54,9,6, 15)
(33505,36,91,8, 15)
(28911,3,98,8, 15)
(46966,20,84,6, 15)
(48574,55,10,4, 15)
(37707,89,3,8, 15)
(32841,94,49,8, 15)
(17426,22,99,6, 15)
(31483,22,77,6, 15)
(29037,64,19,4, 15)
(41052,61,10,4, 15)
(22422,25,80,6, 15)
(34665,53,8,6, 15)
(39114,11,86,6, 15)
(11752,60,3,8, 15)
(27008,49,93,6, 15)
(15670,15,90,6, 15)
(50038,33,89,4, 15)
(11253,3,68,4, 15)
(34678,77,22,6, 15)
(15089,87,12,6, 15)
(47433,73,19,4, 16)
(29688,88,1,8, 16)
(45808,79,22,6, 16)
(45388,17,81,4, 16)
(43093,80,12,8, 16)
(29791,68,1,8, 16)
(48011,21,98,4, 16)
(28186,49,93,8, 16)
(45860,60,3,8, 16)
(44895,65,10,6, 16)
(28269,39,91,6, 16)
(33517,32,100,8, 16)
(15444,83,30,8, 16)
(47976,72,27,4, 16)
(11757,17,82,8, 16)
(17242,83,8,4, 16)
(24662,48,92,6, 16)
(25870,4,80,6, 16)
(25774,45,100,8, 16)
(33465,51,10,8, 16)
(41233,86,31,6, 16)
(35815,93,18,4, 16)
(24753,50,93,4, 16)
(29764,53,9,6, 16)
(15423,19,93,4, 16)
(10149,43,100,4, 16)
(28153,27,81,8, 16)
(18719,52,7,6, 16)
(23010,98,21,4, 16)
(46466,34,99,4, 16)
(39677,9,71,6, 16)
(19427,11,99,4, 16)
(45380,91,17,8, 16)
(23132,28,73,4, 16)
(29705,58,2,4, 16)
(11681,16,81,6, 16)
(29782,37,82,4, 16)
(23118,90,3,4, 16)
(17752,62,9,4, 16)
(47953,7,82,6, 16)
(38595,81,20,8, 16)
(25851,4,89,4, 16)
(39689,52,10,8, 16)
(14767,51,7,6, 16)
(21132,96,21,8, 16)
(38555,29,72,4, 16)
(46545,79,22,8, 16)
(38624,54,9,4, 16)
(35978,59,3,4, 16)
(11761,50,95,8, 16)
(17292,14,90,4, 16)
(13724,19,83,4, 16)
(32142,25,80,8, 16)
(28408,16,71,6, 16)
(13186,50,94,6, 16)
(47350,56,1,4, 16)
(17291,85,10,8, 16)
(43114,83,9,4, 16)
(24718,53,9,8, 16)
(13704,83,10,6, 16)
(33344,63,20,6, 16)
(24713,8,52,4, 16)
(24744,37,81,4, 16)
(33719,47,92,4, 16)
(38652,32,99,4, 16)
(22454,6,91,6, 16)
(41784,30,71,8, 16)
(50021,71,16,6, 16)
(10056,83,40,6, 16)
(20447,50,93,8, 16)
(22469,55,10,6, 16)
(32356,78,2,8, 16)
(28929,26,71,8, 16)
(43931,72,8,6, 16)
(13570,25,80,8, 16)
(40510,5,70,6, 16)
(13574,12,77,4, 16)
(28907,24,90,4, 16)
(32754,7,92,8, 16)
(17399,46,91,8, 16)
(20431,95,50,6, 16)
(25339,55,10,8, 16)
(22604,72,7,8, 16)
(43838,80,14,6, 16)
(11359,83,29,6, 16)
(11365,45,100,4, 16)
(19653,85,30,4, 16)
(28851,28,92,6, 16)
(29494,62,20,8, 16)
(45969,100,14,8, 16)
(43835,38,91,8, 16)
(29508,96,11,4, 16)
(43502,11,97,6, 16)
(19531,78,23,6, 16)
(25379,30,81,8, 16)
(46155,59,3,6, 16)
(32720,51,10,8, 16)
(20944,64,20,8, 16)
(39286,32,97,4, 16)
(22233,29,91,4, 16)
(19572,86,21,6, 16)
(32528,45,100,6, 16)
(32531,46,91,4, 16)
(15999,74,10,4, 16)
(42978,93,38,6, 16)
(47679,52,8,4, 16)
(25144,68,11,8, 16)
(49988,80,22,8, 16)
(20964,76,1,6, 16)
(18433,6,81,8, 16)
(17493,81,7,6, 16)
(39232,19,62,6, 16)
(40533,49,93,6, 16)
(19566,53,9,6, 16)
(22341,26,81,8, 16)
(31013,45,100,8, 16)
(46014,73,20,6, 16)
(39362,49,91,8, 16)
(16747,98,43,4, 16)
(32710,37,81,4, 16)
(49859,50,92,4, 16)
(29057,51,7,4, 16)
(18448,5,60,8, 16)
(29049,14,79,4, 16)
(41803,28,93,4, 16)
(25044,28,72,4, 16)
(36885,57,2,4, 16)
(42816,94,10,8, 16)
(22643,94,40,8, 16)
(24879,58,1,8, 16)
(14899,18,73,4, 16)
(46331,23,88,8, 16)
(29608,3,79,6, 16)
(11519,54,10,8, 16)
(33081,70,2,8, 16)
(21057,97,1,8, 16)
(43983,86,21,6, 16)
(28660,4,60,8, 16)
(43077,76,21,4, 16)
(41755,86,11,6, 16)
(33099,67,12,8, 16)
(38773,31,87,6, 16)
(49546,77,12,6, 16)
(40899,99,31,6, 16)
(41152,10,93,4, 16)
(33144,1,87,6, 16)
(22841,42,100,6, 16)
(39570,5,90,4, 16)
(22848,97,21,4, 16)
(33154,84,20,6, 16)
(45356,66,1,8, 16)
(30770,85,20,4, 16)
(19446,52,8,4, 16)
(36073,55,10,4, 16)
(15369,60,3,6, 16)
(40417,95,40,4, 16)
(22901,11,78,6, 16)
(24844,66,11,8, 16)
(43044,76,1,4, 16)
(36200,91,49,8, 16)
(32201,60,2,8, 16)
(10082,3,100,4, 16)
(15313,48,92,4, 16)
(11414,26,81,6, 16)
(50876,42,100,4, 16)
(16820,75,10,8, 16)
(25424,70,14,6, 16)
(36283,92,50,4, 16)
(29539,76,21,8, 16)
(15325,21,86,6, 16)
(18554,89,4,6, 16)
(32987,100,35,4, 16)
(22669,23,98,8, 16)
(44479,51,9,8, 16)
(49547,49,93,6, 16)
(11447,29,72,6, 16)
(50091,41,96,4, 16)
(25454,61,20,6, 16)
(19372,42,99,8, 16)
(38839,85,20,4, 16)
(38836,49,93,8, 16)
(22721,79,2,8, 16)
(32221,84,20,8, 16)
(22726,41,100,6, 16)
(22728,97,12,6, 16)
(17346,91,36,6, 16)
(11485,7,52,8, 16)
(10901,75,30,6, 16)
(24901,76,11,4, 16)
(24912,65,10,6, 16)
(29567,5,60,4, 16)
(36574,61,20,8, 16)
(28068,72,28,8, 16)
(45472,94,10,8, 16)
(30156,94,50,6, 16)
(23790,48,93,8, 16)
(18113,18,81,4, 16)
(50705,6,61,4, 16)
(41592,84,39,8, 16)
(41403,48,92,4, 16)
(37845,73,20,6, 16)
(20732,1,97,6, 16)
(19286,74,30,8, 16)
(14320,31,86,6, 16)
(44214,61,16,6, 16)
(15605,31,99,8, 16)
(31337,98,33,4, 16)
(27413,52,7,8, 16)
(40776,21,78,4, 16)
(26416,50,91,4, 16)
(23810,41,96,6, 16)
(45473,56,1,6, 16)
(14244,83,39,8, 16)
(46945,30,72,8, 16)
(27257,23,79,8, 16)
(15783,89,21,4, 16)
(42340,15,70,8, 16)
(10316,66,1,8, 16)
(12318,44,99,6, 16)
(50430,15,80,6, 16)
(34354,85,30,6, 16)
(17103,72,17,6, 16)
(10544,58,2,8, 16)
(44232,81,17,4, 16)
(19051,27,82,8, 16)
(48744,4,59,8, 16)
(21259,42,99,4, 16)
(19040,3,98,6, 16)
(14269,48,92,8, 16)
(12777,63,20,8, 16)
(34213,78,12,4, 16)
(42368,25,90,8, 16)
(34089,100,1,4, 16)
(23685,14,90,4, 16)
(18986,25,90,8, 16)
(48195,57,1,6, 16)
(20709,92,9,6, 16)
(14386,80,22,6, 16)
(43749,4,79,8, 16)
(48184,39,92,6, 16)
(45692,56,1,4, 16)
(40800,100,2,6, 16)
(20118,75,20,6, 16)
(48169,27,72,8, 16)
(31293,88,12,8, 16)
(14409,90,21,4, 16)
(27613,18,82,8, 16)
(30088,81,30,6, 16)
(48894,59,2,6, 16)
(30588,15,100,4, 16)
(12169,38,91,8, 16)
(24407,14,80,8, 16)
(23732,38,82,6, 16)
(31726,26,71,4, 16)
(27530,92,47,6, 16)
(42389,36,81,4, 16)
(48212,74,20,6, 16)
(26295,28,83,6, 16)
(23747,27,92,8, 16)
(34118,67,2,4, 16)
(30090,49,91,8, 16)
(38335,85,20,6, 16)
(45674,35,90,4, 16)
(41358,18,92,8, 16)
(48201,4,100,8, 16)
(34103,15,100,8, 16)
(20096,14,99,4, 16)
(35339,38,83,4, 16)
(48941,47,91,8, 16)
(23884,58,1,4, 16)
(46962,35,100,6, 16)
(24046,14,100,6, 16)
(48366,76,21,8, 16)
(19972,100,14,6, 16)
(30438,43,100,4, 16)
(34787,2,78,4, 16)
(37459,65,20,4, 16)
(10440,29,71,6, 16)
(26642,72,9,8, 16)
(35019,76,21,8, 16)
(34768,78,23,6, 16)
(26929,86,1,8, 16)
(30454,7,51,8, 16)
(37451,43,100,8, 16)
(45514,38,93,6, 16)
(19929,5,60,8, 16)
(40045,1,79,8, 16)
(10434,40,94,8, 16)
(37574,30,95,8, 16)
(34820,76,1,4, 16)
(43314,29,94,6, 16)
(26763,24,89,6, 16)
(24118,65,10,8, 16)
(18035,88,21,6, 16)
(40732,18,93,6, 16)
(24143,22,99,8, 16)
(30381,80,12,8, 16)
(34729,48,91,4, 16)
(31493,57,1,6, 16)
(34874,1,58,4, 16)
(43334,68,12,8, 16)
(42230,86,21,4, 16)
(42256,41,96,6, 16)
(12569,38,92,4, 16)
(34825,35,90,4, 16)
(34823,33,98,6, 16)
(21422,85,40,6, 16)
(34482,87,12,8, 16)
(50644,65,10,4, 16)
(34703,45,100,8, 16)
(50530,10,84,4, 16)
(39985,38,81,8, 16)
(20014,30,75,8, 16)
(48619,65,20,6, 16)
(48626,81,19,4, 16)
(27108,41,97,6, 16)
(27116,71,7,8, 16)
(34540,9,83,8, 16)
(18085,42,98,4, 16)
(50487,11,80,4, 16)
(48285,54,9,4, 16)
(34520,83,8,4, 16)
(23903,59,2,6, 16)
(19894,32,87,6, 16)
(37731,40,85,8, 16)
(43670,29,74,6, 16)
(14195,37,91,6, 16)
(41443,80,24,6, 16)
(14192,19,93,8, 16)
(47119,98,1,4, 16)
(26581,1,69,4, 16)
(21303,50,95,8, 16)
(20795,29,73,4, 16)
(50557,23,78,4, 16)
(16597,69,13,8, 16)
(48588,69,11,6, 16)
(17661,98,33,8, 16)
(45185,26,71,8, 16)
(27015,78,21,6, 16)
(20746,96,1,8, 16)
(44751,98,21,4, 16)
(35114,51,10,4, 16)
(37653,28,73,6, 16)
(37662,33,88,8, 16)
(42187,86,11,4, 16)
(24268,56,1,4, 16)
(27625,88,13,4, 16)
(50746,2,58,6, 16)
(12112,27,92,4, 16)
(14499,79,22,4, 16)
(11911,11,76,6, 16)
(31240,81,10,8, 16)
(27766,47,92,8, 16)
(16652,88,21,6, 16)
(10650,45,100,4, 16)
(33759,8,83,4, 16)
(33923,57,1,4, 16)
(29879,7,51,8, 16)
(33937,75,20,6, 16)
(19356,43,99,8, 16)
(46713,20,81,4, 16)
(42090,68,3,8, 16)
(19804,60,3,4, 16)
(42459,29,84,8, 16)
(44878,24,99,8, 16)
(38234,35,100,4, 16)
(33716,22,89,4, 16)
(42123,70,2,8, 16)
(16429,75,30,6, 16)
(13862,4,99,6, 16)
(26106,55,10,4, 16)
(18880,18,82,6, 16)
(19808,80,25,8, 16)
(13040,41,97,6, 16)
(10704,78,3,8, 16)
(37092,26,71,6, 16)
(49125,2,100,4, 16)
(24574,18,91,8, 16)
(21704,76,11,6, 16)
(33824,94,39,8, 16)
(21726,75,10,4, 16)
(25968,89,4,6, 16)
(15528,85,20,4, 16)
(13012,11,79,6, 16)
(41276,62,19,4, 16)
(15859,56,1,6, 16)
(44113,95,10,8, 16)
(11972,99,11,4, 16)
(26004,42,98,8, 16)
(31851,72,8,4, 16)
(29979,84,19,6, 16)
(29991,84,30,6, 16)
(39824,37,82,6, 16)
(31842,40,84,4, 16)
(33858,9,51,8, 16)
(44144,69,3,6, 16)
(16913,47,92,8, 16)
(20128,26,81,8, 16)
(10719,36,81,8, 16)
(16671,28,71,8, 16)
(37090,43,98,8, 16)
(33981,10,94,6, 16)
(33678,7,72,4, 16)
(18146,58,3,8, 16)
(29845,56,1,8, 16)
(23552,38,81,6, 16)
(10734,35,90,4, 16)
(18948,20,63,8, 16)
(23574,44,100,4, 16)
(18962,63,10,4, 16)
(25898,52,10,4, 16)
(12943,74,30,4, 16)
(21785,66,11,4, 16)
(13874,36,81,6, 16)
(44847,51,6,6, 16)
(48143,33,90,6, 16)
(27658,66,11,4, 16)
(35454,84,10,8, 16)
(13076,96,41,4, 16)
(42129,9,94,4, 16)
(34021,66,1,6, 16)
(27685,94,20,6, 16)
(33683,4,59,6, 16)
(48990,91,10,4, 16)
(10240,2,89,6, 16)
(47253,46,91,4, 16)
(10185,36,91,4, 16)
(24476,16,91,8, 16)
(46990,72,30,6, 17)
(24708,80,11,6, 17)
(22170,14,69,6, 17)
(24605,38,92,6, 17)
(39692,31,96,8, 17)
(46146,60,3,8, 17)
(39392,14,70,4, 17)
(40067,28,71,8, 17)
(14010,53,10,6, 17)
(19957,94,9,8, 17)
(38260,50,95,6, 17)
(21729,76,21,6, 17)
(20231,23,90,4, 17)
(39723,17,62,8, 17)
(40511,68,11,4, 17)
(13736,99,2,4, 17)
(13770,29,73,6, 17)
(20631,64,10,4, 17)
(39997,67,2,4, 17)
(15208,15,70,6, 17)
(14630,96,31,6, 17)
(16390,97,31,6, 17)
(46635,23,79,8, 17)
(14105,38,91,8, 17)
(45318,59,3,6, 17)
(39303,66,1,8, 17)
(45599,59,4,4, 17)
(37086,84,40,6, 17)
(21845,16,61,4, 17)
(39236,19,84,4, 17)
(23213,61,9,6, 17)
(40530,47,91,8, 17)
(47322,6,61,6, 17)
(23125,12,89,6, 17)
(16672,19,91,4, 17)
(24622,59,4,8, 17)
(24165,78,11,4, 17)
(15137,95,30,4, 17)
(40173,49,93,6, 17)
(40545,84,19,4, 17)
(40835,15,70,8, 17)
(46105,59,4,4, 17)
(46520,59,4,8, 17)
(19970,38,83,6, 17)
(20213,80,1,4, 17)
(45298,38,83,6, 17)
(16106,47,91,4, 17)
(16269,68,1,6, 17)
(14057,50,91,6, 17)
(24672,29,84,4, 17)
(20484,90,4,6, 17)
(25107,91,16,6, 17)
(15742,76,1,4, 17)
(45594,18,91,8, 17)
(21486,98,22,8, 17)
(41026,79,2,6, 17)
(47014,45,100,4, 17)
(15483,45,100,4, 17)
(40347,41,98,4, 17)
(21307,41,99,8, 17)
(20222,21,86,6, 17)
(39790,53,9,6, 17)
(21472,55,10,6, 17)
(14159,54,9,8, 17)
(45036,27,91,4, 17)
(23198,74,30,4, 17)
(41020,45,100,4, 17)
(46017,44,100,8, 17)
(39315,48,93,4, 17)
(45568,17,72,6, 17)
(22990,31,90,8, 17)
(39072,86,11,6, 17)
(39602,56,1,6, 17)
(20892,44,100,6, 17)
(45880,12,99,8, 17)
(41748,5,100,4, 17)
(37135,4,70,4, 17)
(21108,51,9,4, 17)
(14459,46,91,6, 17)
(41368,15,70,6, 17)
(45108,72,8,6, 17)
(38793,7,82,6, 17)
(13675,65,20,4, 17)
(23728,19,82,4, 17)
(15600,27,72,4, 17)
(24519,11,69,6, 17)
(41096,56,1,4, 17)
(37877,35,90,4, 17)
(15328,44,100,4, 17)
(24775,93,18,8, 17)
(22030,20,72,6, 17)
(16369,1,58,4, 17)
(15909,56,1,4, 17)
(46288,95,50,6, 17)
(24885,33,89,6, 17)
(36798,61,19,4, 17)
(21646,92,10,6, 17)
(20318,72,10,8, 17)
(41625,37,81,6, 17)
(15571,4,70,8, 17)
(24469,57,1,8, 17)
(40458,34,99,8, 17)
(38753,39,93,6, 17)
(24819,39,92,4, 17)
(13900,77,21,8, 17)
(44806,60,5,6, 17)
(41341,75,20,4, 17)
(22795,31,90,6, 17)
(37976,70,11,6, 17)
(44657,37,92,6, 17)
(44814,22,79,8, 17)
(16494,31,87,4, 17)
(46337,70,13,8, 17)
(20136,21,79,6, 17)
(20100,63,18,4, 17)
(21103,45,100,6, 17)
(36854,33,89,8, 17)
(46287,69,1,6, 17)
(23762,8,82,6, 17)
(14469,10,75,8, 17)
(39474,40,95,6, 17)
(19879,59,4,8, 17)
(14262,27,82,4, 17)
(40495,14,69,8, 17)
(38963,44,99,8, 17)
(37740,64,19,8, 17)
(23007,34,90,4, 17)
(23017,51,8,4, 17)
(14224,51,7,6, 17)
(47408,76,21,6, 17)
(39683,61,10,8, 17)
(14539,77,2,6, 17)
(44765,95,20,8, 17)
(24720,100,24,4, 17)
(20660,52,8,4, 17)
(21529,65,20,8, 17)
(23954,21,89,6, 17)
(16441,11,80,4, 17)
(15896,69,12,6, 17)
(15870,20,71,8, 17)
(39818,45,100,6, 17)
(21274,41,100,6, 17)
(45150,76,21,4, 17)
(45965,45,100,4, 17)
(20289,5,70,6, 17)
(39651,93,30,8, 17)
(13693,62,17,6, 17)
(21599,12,99,8, 17)
(37230,23,78,4, 17)
(15412,25,80,6, 17)
(14477,25,100,6, 17)
(36733,2,100,8, 17)
(23490,51,7,8, 17)
(24379,21,99,8, 17)
(41644,51,8,4, 17)
(46899,94,29,8, 17)
(36716,95,50,6, 17)
(13847,88,32,8, 17)
(20679,1,87,4, 17)
(41645,36,91,4, 17)
(14983,62,18,6, 17)
(38597,98,21,8, 17)
(23817,80,12,6, 17)
(38145,9,91,8, 17)
(46688,34,90,4, 17)
(36694,88,22,8, 17)
(24136,91,6,4, 17)
(35630,75,20,6, 17)
(36562,67,12,8, 17)
(18418,57,2,6, 17)
(34190,96,11,8, 17)
(34179,62,8,6, 17)
(29200,32,89,6, 17)
(10367,91,9,4, 17)
(25845,50,95,4, 17)
(42380,66,1,8, 17)
(42047,10,75,6, 17)
(31409,33,89,8, 17)
(31405,32,87,8, 17)
(11147,5,80,6, 17)
(50660,40,84,4, 17)
(27526,73,19,8, 17)
(17140,13,88,4, 17)
(50342,73,9,8, 17)
(35797,71,30,6, 17)
(35867,99,31,4, 17)
(27432,83,18,8, 17)
(12252,72,18,4, 17)
(25944,69,12,4, 17)
(32412,25,100,6, 17)
(27274,72,10,6, 17)
(29362,85,10,4, 17)
(27300,27,71,4, 17)
(42985,25,100,6, 17)
(19041,98,3,4, 17)
(17480,63,20,8, 17)
(49972,74,19,8, 17)
(11082,97,2,6, 17)
(48789,6,81,8, 17)
(12253,74,19,8, 17)
(50607,6,81,4, 17)
(44417,91,19,6, 17)
(10396,75,10,8, 17)
(32544,37,82,6, 17)
(12170,75,10,8, 17)
(47968,61,20,6, 17)
(48908,64,10,6, 17)
(36035,47,92,6, 17)
(33886,13,88,8, 17)
(10274,57,2,6, 17)
(32800,3,60,4, 17)
(36071,58,2,4, 17)
(12000,45,100,6, 17)
(33873,77,12,8, 17)
(49756,35,90,8, 17)
(28927,45,100,8, 17)
(27833,41,98,6, 17)
(50748,56,1,6, 17)
(33855,80,23,6, 17)
(32832,46,91,4, 17)
(33843,4,90,8, 17)
(36113,62,8,6, 17)
(11286,65,10,4, 17)
(18472,26,81,6, 17)
(33918,6,51,4, 17)
(42461,62,18,8, 17)
(42029,36,91,8, 17)
(32671,66,1,6, 17)
(30512,10,75,6, 17)
(34044,20,62,8, 17)
(11219,100,1,4, 17)
(25695,64,20,8, 17)
(34006,8,51,4, 17)
(11004,7,72,8, 17)
(29024,91,48,4, 17)
(36003,78,3,6, 17)
(18930,100,13,4, 17)
(17175,91,30,4, 17)
(47923,80,15,4, 17)
(27696,86,21,4, 17)
(33966,90,23,8, 17)
(42897,75,20,6, 17)
(16853,88,3,6, 17)
(34462,14,90,6, 17)
(50024,97,21,4, 17)
(12361,53,10,4, 17)
(30069,78,1,6, 17)
(35369,64,20,8, 17)
(50209,68,3,4, 17)
(31768,41,98,8, 17)
(12890,98,43,6, 17)
(10821,30,84,8, 17)
(50407,66,1,8, 17)
(26744,55,10,8, 17)
(26241,1,76,6, 17)
(12614,28,93,4, 17)
(48437,40,85,4, 17)
(32154,39,81,8, 17)
(50174,66,11,6, 17)
(17031,22,99,8, 17)
(32170,13,90,6, 17)
(26683,8,83,6, 17)
(35022,63,19,8, 17)
(26299,79,21,8, 17)
(48349,43,100,8, 17)
(44354,68,11,6, 17)
(26446,63,9,6, 17)
(29865,54,9,8, 17)
(50359,17,72,8, 17)
(29855,60,5,8, 17)
(29992,75,30,4, 17)
(12758,96,11,6, 17)
(10849,27,81,8, 17)
(16979,89,32,4, 17)
(26424,41,99,8, 17)
(50290,29,82,4, 17)
(26577,7,51,8, 17)
(35071,24,100,8, 17)
(16997,39,84,4, 17)
(32080,94,9,4, 17)
(43220,61,20,4, 17)
(50366,85,30,4, 17)
(49097,48,91,6, 17)
(17551,60,1,8, 17)
(17036,2,58,4, 17)
(31609,34,89,6, 17)
(34617,76,1,8, 17)
(12421,84,20,6, 17)
(50526,54,10,6, 17)
(50536,93,9,8, 17)
(27102,7,71,8, 17)
(34529,28,73,4, 17)
(18326,94,49,4, 17)
(44252,40,81,4, 17)
(12389,61,9,4, 17)
(42098,89,14,4, 17)
(27166,91,17,8, 17)
(12374,26,81,6, 17)
(27177,89,1,8, 17)
(17500,9,52,6, 17)
(27049,42,98,6, 17)
(10512,79,21,8, 17)
(30231,51,8,4, 17)
(35572,55,10,6, 17)
(43811,67,2,6, 17)
(34862,87,32,8, 17)
(50156,58,1,8, 17)
(12555,74,19,6, 17)
(26845,61,10,4, 17)
(12539,57,2,8, 17)
(26150,25,100,4, 17)
(12579,30,94,6, 17)
(17639,16,71,4, 17)
(42124,48,91,6, 17)
(48534,86,21,6, 17)
(26914,78,1,8, 17)
(29541,68,3,4, 17)
(43048,69,3,8, 17)
(32277,52,8,6, 17)
(19326,87,12,4, 17)
