#(id,from,to,speed,planTime)
(46232,98,1,6, 77)
(26778,71,6,6, 77)
(10726,78,13,6, 77)
(10676,11,66,4, 77)
(40020,79,12,4, 77)
(35685,72,30,6, 77)
(35352,36,91,4, 77)
(31812,73,29,6, 77)
(23807,81,7,4, 77)
(25971,28,91,4, 77)
(38382,84,9,6, 77)
(40766,33,98,4, 77)
(11700,61,7,8, 77)
(11703,91,18,6, 77)
(20748,4,90,4, 77)
(42238,48,93,4, 77)
(15835,76,11,4, 77)
(34142,85,20,6, 77)
(11170,51,6,8, 77)
(27688,31,89,8, 77)
(42986,31,88,6, 77)
(37020,55,10,8, 77)
(29211,35,100,6, 77)
(38674,93,49,6, 77)
(32820,100,32,4, 77)
(48542,69,3,4, 77)
(48142,45,100,8, 77)
(21178,26,71,8, 77)
(16436,6,81,6, 77)
(40037,5,60,4, 77)
(29243,49,94,8, 77)
(34004,39,91,8, 77)
(42939,1,57,8, 77)
(26724,66,11,6, 77)
(16239,29,91,6, 77)
(28478,75,10,6, 77)
(21691,95,10,4, 77)
(39821,68,11,6, 77)
(43176,43,99,4, 77)
(36649,79,11,8, 77)
(47721,76,11,4, 77)
(11354,7,72,4, 77)
(36188,78,12,4, 77)
(47140,13,78,6, 77)
(42930,37,91,4, 77)
(26993,21,99,8, 77)
(27903,45,100,8, 77)
(39881,67,12,4, 77)
(15254,25,100,4, 77)
(32828,3,98,6, 77)
(24692,69,2,8, 77)
(24552,73,10,4, 77)
(11768,47,91,6, 77)
(23160,49,93,8, 77)
(45165,69,4,4, 77)
(30450,96,41,4, 77)
(16177,81,10,4, 77)
(27586,89,21,8, 77)
(33267,81,20,4, 77)
(13426,74,30,4, 77)
(43204,95,10,6, 77)
(10813,15,90,8, 77)
(15962,12,90,8, 77)
(30909,19,72,6, 77)
(47672,47,92,4, 77)
(12761,71,27,6, 77)
(47735,4,99,6, 77)
(44979,68,12,8, 77)
(32257,72,20,8, 77)
(37584,20,84,8, 77)
(27551,50,92,6, 77)
(34946,57,1,8, 77)
(45925,7,52,8, 77)
(10048,27,72,4, 77)
(15335,86,21,4, 77)
(23648,89,2,8, 77)
(28435,4,59,8, 77)
(23775,42,97,8, 77)
(29555,85,10,8, 77)
(12187,58,1,8, 77)
(21725,99,24,6, 77)
(50495,67,2,4, 77)
(33402,89,2,6, 77)
(33298,40,81,6, 77)
(20889,93,49,6, 77)
(39925,31,99,8, 77)
(20902,36,91,4, 77)
(23287,79,24,8, 77)
(37606,6,51,8, 77)
(13841,14,69,4, 77)
(23772,54,9,6, 77)
(39808,71,29,6, 77)
(18486,10,82,6, 77)
(16245,91,20,6, 77)
(18476,64,10,8, 77)
(16489,92,38,8, 77)
(11713,51,10,8, 77)
(50128,61,9,6, 77)
(29224,33,89,8, 77)
(32116,23,99,4, 77)
(37997,59,2,4, 77)
(24170,52,8,8, 77)
(22886,86,1,8, 77)
(16575,91,48,4, 77)
(32865,27,82,4, 77)
(42799,17,61,8, 77)
(40122,50,91,8, 77)
(11687,11,98,6, 77)
(47201,3,68,4, 77)
(11841,8,82,6, 77)
(38988,80,24,6, 77)
(11979,23,79,4, 77)
(28933,99,32,8, 77)
(12581,68,11,4, 77)
(42818,91,19,4, 77)
(21445,56,1,8, 77)
(16563,85,20,4, 77)
(40912,75,20,4, 77)
(15532,44,100,6, 77)
(49068,61,17,6, 77)
(24742,65,10,8, 77)
(38279,25,80,8, 77)
(14950,38,93,4, 77)
(45552,81,40,6, 77)
(24035,84,20,8, 77)
(37054,98,13,6, 77)
(33897,70,12,6, 77)
(37034,39,92,4, 77)
(14922,22,90,6, 77)
(18306,33,99,8, 77)
(36431,17,62,4, 77)
(37908,87,31,4, 77)
(16600,83,20,8, 77)
(17980,2,68,8, 77)
(22516,63,8,8, 77)
(28600,12,97,8, 77)
(21284,83,39,6, 77)
(15739,20,91,4, 77)
(44687,75,20,6, 77)
(45713,82,29,6, 77)
(40075,2,70,8, 77)
(50280,28,72,6, 77)
(10040,30,92,8, 77)
(24499,20,61,4, 77)
(13447,40,81,8, 77)
(31944,49,93,6, 77)
(37145,22,98,6, 77)
(11882,74,30,8, 77)
(31787,83,40,4, 77)
(31021,67,1,6, 77)
(40154,28,72,6, 77)
(25426,96,1,6, 77)
(49420,88,11,6, 77)
(48351,51,6,4, 77)
(43029,50,91,6, 77)
(48896,18,91,8, 77)
(27507,74,9,6, 77)
(13434,14,69,4, 77)
(45636,36,91,6, 77)
(35501,64,20,8, 77)
(10070,5,70,4, 77)
(31814,9,71,4, 77)
(28679,30,94,8, 77)
(30059,89,4,4, 77)
(28024,33,90,4, 77)
(44749,13,78,6, 77)
(45478,92,29,4, 77)
(31227,38,81,4, 77)
(45744,38,93,4, 77)
(40809,90,23,6, 77)
(21314,47,92,4, 78)
(14430,45,100,6, 78)
(14432,97,42,6, 78)
(50281,91,38,6, 78)
(39120,37,82,4, 78)
(13330,18,63,8, 78)
(48991,7,92,4, 78)
(45163,84,19,4, 78)
(40441,81,29,6, 78)
(18877,53,10,4, 78)
(22584,95,20,8, 78)
(43732,30,84,4, 78)
(44042,65,10,8, 78)
(37583,11,100,6, 78)
(48303,74,19,6, 78)
(34014,17,61,8, 78)
(15653,53,10,6, 78)
(22902,55,10,6, 78)
(19784,20,85,4, 78)
(26619,5,70,4, 78)
(48697,81,8,8, 78)
(48989,9,92,6, 78)
(44137,84,39,6, 78)
(27608,99,23,4, 78)
(37580,66,11,8, 78)
(50951,3,58,4, 78)
(34685,77,12,6, 78)
(23158,66,11,6, 78)
(30293,21,98,8, 78)
(32375,87,32,8, 78)
(49984,56,1,4, 78)
(44108,20,92,4, 78)
(30528,60,3,4, 78)
(39282,20,84,4, 78)
(48584,53,9,6, 78)
(28149,2,100,6, 78)
(31647,57,2,4, 78)
(45586,48,92,6, 78)
(13477,1,80,4, 78)
(21595,87,22,6, 78)
(18181,88,13,4, 78)
(36612,87,2,4, 78)
(15688,8,93,6, 78)
(24938,45,100,6, 78)
(28309,35,100,6, 78)
(40509,34,89,4, 78)
(32348,79,24,8, 78)
(23232,41,100,4, 78)
(22249,63,8,4, 78)
(32857,19,73,8, 78)
(38064,74,30,6, 78)
(37912,34,90,4, 78)
(23178,42,98,4, 78)
(21063,38,81,8, 78)
(22624,13,68,6, 78)
(48599,26,81,4, 78)
(42589,65,20,4, 78)
(37543,30,85,6, 78)
(13829,3,100,8, 78)
(35015,81,16,4, 78)
(31764,8,51,8, 78)
(22275,6,91,6, 78)
(20078,62,9,4, 78)
(15680,18,91,4, 78)
(19249,75,20,4, 78)
(25068,29,84,4, 78)
(27002,20,83,4, 78)
(42943,36,81,4, 78)
(43770,16,71,8, 78)
(25008,70,12,4, 78)
(24378,2,59,8, 78)
(47560,19,63,4, 78)
(18194,31,87,6, 78)
(15623,48,91,8, 78)
(29284,37,92,4, 78)
(29804,92,29,4, 78)
(46783,8,63,8, 78)
(15450,41,100,4, 78)
(12317,1,60,4, 78)
(41568,71,28,4, 78)
(45817,73,9,6, 78)
(45495,97,12,8, 78)
(37716,24,89,8, 78)
(43932,13,98,4, 78)
(23434,95,50,8, 78)
(26143,40,85,6, 78)
(26160,50,93,4, 78)
(30853,86,1,6, 78)
(50302,47,92,4, 78)
(50303,45,100,8, 78)
(31840,77,21,8, 78)
(15852,35,90,4, 78)
(43105,63,10,8, 78)
(34890,25,100,4, 78)
(21158,40,82,8, 78)
(15516,29,71,6, 78)
(31397,59,3,6, 78)
(49875,33,90,6, 78)
(29448,55,10,4, 78)
(15524,36,81,8, 78)
(41563,61,7,6, 78)
(23945,96,41,6, 78)
(29212,98,43,6, 78)
(42610,24,79,8, 78)
(19896,37,91,6, 78)
(34408,54,9,4, 78)
(45477,78,2,8, 78)
(50460,22,77,6, 78)
(28503,9,82,4, 78)
(22908,51,9,6, 78)
(38342,24,100,8, 78)
(33512,88,31,4, 78)
(46896,29,72,8, 78)
(10165,62,18,4, 78)
(23025,49,92,8, 78)
(43083,46,91,4, 78)
(35969,99,34,6, 78)
(49831,37,91,8, 78)
(42150,91,16,6, 78)
(49609,92,17,8, 78)
(19194,45,100,6, 78)
(10497,47,91,6, 78)
(49608,14,79,8, 78)
(40267,35,100,6, 78)
(22394,77,21,6, 78)
(17688,38,93,8, 78)
(22555,81,36,8, 78)
(34396,89,22,8, 78)
(30230,50,95,6, 78)
(11169,86,31,6, 78)
(19978,47,91,6, 78)
(37010,95,10,4, 78)
(45345,64,20,4, 78)
(19334,61,7,4, 78)
(42259,82,39,4, 78)
(25251,77,1,6, 78)
(24667,14,100,6, 78)
(26758,84,30,8, 78)
(36423,46,91,6, 78)
(26749,15,70,8, 78)
(25071,8,81,8, 78)
(19841,94,29,6, 78)
(47716,62,7,6, 78)
(44030,75,10,6, 78)
(42209,70,5,6, 78)
(34010,81,7,6, 78)
(36130,77,12,4, 78)
(37725,61,18,8, 78)
(24285,77,21,8, 78)
(15348,81,39,6, 78)
(13857,83,18,4, 78)
(41421,80,2,4, 78)
(21567,47,92,6, 78)
(24668,13,100,4, 78)
(33846,22,97,8, 78)
(13549,64,9,6, 78)
(49835,16,71,4, 78)
(24592,76,11,6, 78)
(30766,70,4,6, 78)
(22353,9,81,4, 78)
(41581,26,91,4, 78)
(28298,24,80,4, 78)
(11332,57,1,6, 78)
(17699,54,10,8, 78)
(50443,75,10,4, 78)
(26065,29,81,4, 78)
(18236,70,14,8, 78)
(14378,36,81,6, 78)
(32168,96,11,4, 78)
(45383,71,30,8, 78)
(43007,97,32,8, 78)
(42213,88,32,4, 78)
(47010,54,10,4, 78)
(40368,65,20,8, 78)
(24361,88,21,6, 78)
(37471,6,51,6, 78)
(48981,92,18,6, 78)
(12794,61,19,6, 78)
(27786,59,3,8, 78)
(13875,82,20,8, 78)
(39136,59,1,6, 78)
(18865,34,90,8, 78)
(36634,60,2,4, 78)
(50329,10,52,6, 78)
(48759,60,3,6, 78)
(20810,98,11,8, 78)
(44352,61,8,4, 78)
(20809,3,59,4, 78)
(43472,28,91,8, 78)
(38507,57,2,8, 78)
(47927,87,31,6, 78)
(40995,4,59,8, 78)
(22123,40,93,8, 78)
(29064,85,40,8, 78)
(26445,66,11,6, 78)
(33741,96,11,8, 78)
(24772,92,38,8, 78)
(44547,91,48,6, 78)
(13196,17,92,4, 78)
(29838,16,71,6, 78)
(24755,74,20,4, 78)
(16430,3,60,8, 78)
(40730,96,1,4, 78)
(20774,37,92,4, 78)
(38620,9,81,6, 78)
(33004,7,61,4, 78)
(44866,13,80,4, 78)
(19484,24,79,6, 78)
(11130,77,21,8, 78)
(36382,67,1,6, 78)
(15028,8,52,6, 78)
(31204,90,11,4, 78)
(20331,44,99,6, 78)
(30684,12,98,4, 78)
(16409,97,12,6, 78)
(36038,39,94,6, 78)
(12952,48,93,6, 78)
(39423,85,40,6, 78)
(46307,56,1,8, 78)
(21768,79,2,6, 78)
(17011,50,93,8, 78)
(29193,87,1,8, 78)
(27534,64,19,8, 78)
(20313,17,62,8, 78)
(17872,75,20,8, 78)
(25216,83,8,4, 78)
(16728,3,98,8, 78)
(29498,95,30,6, 78)
(31217,78,3,6, 78)
(16365,7,81,4, 78)
(43363,93,29,4, 78)
(13531,92,37,8, 78)
(34864,67,2,4, 78)
(43484,60,3,8, 78)
(49029,79,22,8, 78)
(43294,66,1,4, 78)
(41156,75,30,8, 78)
(40699,84,20,6, 78)
(34838,91,16,4, 78)
(47078,58,2,6, 78)
(12935,58,1,4, 78)
(48320,39,92,6, 78)
(14934,98,23,4, 78)
(50491,49,93,4, 78)
(36955,46,91,6, 78)
(32070,74,20,6, 78)
(18024,98,31,6, 78)
(16492,58,3,4, 78)
(16499,6,71,4, 78)
(19021,33,88,4, 78)
(26699,36,91,6, 78)
(28070,44,100,6, 78)
(22052,59,3,8, 78)
(14747,10,52,6, 78)
(38458,3,79,4, 78)
(50086,82,39,8, 78)
(34734,68,12,8, 78)
(38496,74,20,6, 78)
(38182,54,9,4, 78)
(39675,90,1,8, 78)
(26945,28,93,6, 78)
(46248,6,81,6, 78)
(34161,14,70,6, 78)
(30243,22,78,8, 78)
(12381,70,13,8, 78)
(25722,61,17,4, 78)
(23390,13,70,4, 78)
(16773,80,2,6, 78)
(37815,19,93,8, 78)
(20656,80,21,6, 78)
(13700,58,1,8, 78)
(26315,14,100,8, 78)
(24449,12,89,8, 78)
(24859,36,81,4, 78)
(26284,65,20,8, 78)
(44713,40,91,8, 78)
(25440,76,1,8, 78)
(36914,89,24,6, 78)
(38115,43,98,4, 78)
(37769,75,10,8, 78)
(28921,95,20,6, 78)
(16592,91,50,8, 78)
(20368,15,80,4, 78)
(37557,43,99,6, 78)
(26964,71,17,6, 78)
(31277,10,53,4, 78)
(32050,46,91,6, 78)
(40761,30,82,6, 78)
(21922,47,91,4, 78)
(41949,2,80,6, 78)
(16895,58,1,6, 78)
(20840,19,61,4, 78)
(26407,95,50,6, 78)
(41875,30,93,4, 78)
(24145,36,91,4, 78)
(38101,38,81,8, 78)
(32222,65,20,4, 78)
(44435,60,5,8, 78)
(18623,83,9,6, 78)
(26280,86,21,6, 78)
(35349,70,2,8, 78)
(16865,99,13,8, 78)
(23851,61,18,4, 78)
(28048,55,10,8, 78)
(13009,63,9,4, 78)
(40790,58,1,6, 78)
(32009,48,92,4, 78)
(10871,72,28,6, 78)
(30568,55,10,6, 78)
(47050,97,41,8, 78)
(41927,21,98,8, 78)
(43232,85,20,8, 78)
(41284,44,100,6, 78)
(50181,22,100,6, 78)
(13805,63,10,4, 78)
(22928,57,1,8, 78)
(10188,90,3,6, 78)
(33666,84,40,4, 78)
(18119,46,91,8, 78)
(31888,78,13,8, 78)
(38890,10,55,6, 78)
(35184,43,98,4, 78)
(23572,11,77,4, 78)
(27328,22,99,8, 78)
(29198,11,87,4, 78)
(35186,23,88,8, 78)
(14568,30,84,8, 78)
(19628,12,69,8, 78)
(37746,94,39,8, 78)
(14840,82,8,8, 78)
(47943,29,94,8, 78)
(42031,32,89,4, 78)
(35791,22,97,4, 78)
(41257,100,21,4, 78)
(29158,97,1,6, 78)
(17979,22,87,6, 78)
(45043,67,1,8, 78)
(42680,100,3,8, 78)
(25220,21,87,8, 78)
(17802,41,98,6, 78)
(27460,2,57,4, 78)
(30834,28,72,8, 78)
(27458,48,91,8, 78)
(32536,53,10,8, 78)
(35171,60,2,6, 78)
(29254,45,100,6, 78)
(18569,79,14,8, 78)
(44149,66,1,4, 78)
(22836,83,30,6, 78)
(43575,21,98,6, 78)
(50795,89,22,4, 78)
(10598,35,90,6, 78)
(26347,56,1,6, 78)
(13810,38,92,6, 78)
(37735,35,90,6, 78)
(21973,43,98,6, 78)
(11392,50,92,6, 78)
(22510,54,10,4, 78)
(39832,30,74,4, 78)
(38532,6,91,8, 78)
(48099,56,1,4, 78)
(21686,46,91,8, 78)
(11203,30,91,8, 78)
(44170,31,90,6, 78)
(45087,25,100,6, 78)
(40919,52,9,4, 78)
(22196,10,83,4, 78)
(38720,62,8,6, 78)
(21952,67,11,4, 78)
(45033,67,12,4, 78)
(23106,50,94,4, 78)
(38179,5,60,4, 78)
(32034,77,11,8, 78)
(35786,35,100,6, 78)
(20258,70,13,8, 78)
(38771,92,18,8, 78)
(40644,9,92,6, 78)
(25519,39,81,4, 78)
(37848,35,90,6, 78)
(40649,12,67,4, 78)
(10501,71,16,8, 78)
(29459,99,2,8, 78)
(11669,70,11,8, 78)
(40638,29,83,6, 78)
(24994,31,89,4, 78)
(12927,93,19,4, 78)
(14647,37,81,8, 78)
(38516,36,91,4, 78)
(20286,69,13,8, 78)
(42803,76,21,8, 78)
(36135,15,70,4, 78)
(44300,70,11,6, 78)
(25916,66,11,6, 78)
(38299,78,2,8, 78)
(49766,47,91,6, 78)
(25595,88,2,6, 78)
(24224,41,97,6, 78)
(24863,18,62,8, 78)
(37231,84,10,4, 78)
(23063,60,2,6, 78)
(17104,3,79,8, 78)
(14035,43,98,6, 78)
(36235,80,15,4, 78)
(17099,89,31,8, 78)
(25040,96,41,6, 78)
(13658,21,78,6, 78)
(38001,15,80,6, 78)
(41820,5,100,6, 78)
(11222,41,98,6, 78)
(22019,17,92,8, 78)
(16307,56,1,8, 78)
(36392,76,1,6, 78)
(40630,44,99,4, 78)
(43520,91,16,4, 78)
(47860,64,10,6, 79)
(11248,35,90,4, 79)
(49935,77,2,8, 79)
(37508,94,19,6, 79)
(47787,4,59,4, 79)
(41934,32,100,4, 79)
(30864,40,81,6, 79)
(18765,59,2,6, 79)
(42800,86,1,4, 79)
(49933,69,1,6, 79)
(11318,63,19,6, 79)
(17972,99,14,6, 79)
(18818,67,1,4, 79)
(29313,84,19,4, 79)
(49653,30,85,6, 79)
(29742,32,88,4, 79)
(25000,20,85,4, 79)
(26621,23,100,8, 79)
(19248,98,11,6, 79)
(34538,29,71,8, 79)
(34796,100,2,4, 79)
(47636,81,19,4, 79)
(43719,9,63,4, 79)
(43015,14,89,4, 79)
(25156,95,30,4, 79)
(13562,19,81,4, 79)
(30326,46,91,4, 79)
(32741,94,50,6, 79)
(12532,21,97,6, 79)
(13175,61,16,8, 79)
(13355,25,100,6, 79)
(38744,96,11,4, 79)
(26833,95,10,8, 79)
(37422,70,11,8, 79)
(12531,36,91,6, 79)
(11146,100,15,8, 79)
(13279,4,79,8, 79)
(24956,98,42,6, 79)
(31593,29,83,6, 79)
(38672,24,80,6, 79)
(47805,76,21,4, 79)
(37663,73,19,4, 79)
(24081,38,81,4, 79)
(27156,90,2,6, 79)
(42326,6,81,4, 79)
(34831,61,20,8, 79)
(18099,57,1,6, 79)
(18925,45,100,4, 79)
(34827,5,70,8, 79)
(34940,90,34,6, 79)
(24952,2,99,4, 79)
(49757,50,93,8, 79)
(18694,29,94,6, 79)
(47772,37,91,4, 79)
(42905,22,87,4, 79)
(41792,13,88,6, 79)
(47659,9,73,8, 79)
(22809,57,1,6, 79)
(12258,62,19,6, 79)
(34492,58,1,8, 79)
(24020,60,3,6, 79)
(29076,3,88,8, 79)
(18458,81,10,8, 79)
(32203,19,61,4, 79)
(30249,73,28,8, 79)
(17759,91,29,6, 79)
(50547,87,1,4, 79)
(33236,58,2,4, 79)
(10451,80,12,6, 79)
(49969,50,92,4, 79)
(29104,99,41,6, 79)
(32408,100,13,6, 79)
(22879,26,71,8, 79)
(10201,30,71,8, 79)
(42236,60,1,8, 79)
(42425,97,31,6, 79)
(19273,66,1,4, 79)
(19458,84,30,8, 79)
(41707,46,91,6, 79)
(26821,82,29,6, 79)
(19017,68,12,4, 79)
(11230,83,19,4, 79)
(43441,74,30,4, 79)
(47759,54,10,4, 79)
(49828,32,98,6, 79)
(47922,76,21,8, 79)
(36004,8,91,8, 79)
(38600,98,43,4, 79)
(43309,54,10,4, 79)
(33058,41,98,8, 79)
(34891,92,8,8, 79)
(36688,42,100,4, 79)
(31167,83,18,8, 79)
(13170,89,31,4, 79)
(47581,55,10,8, 79)
(19078,31,87,6, 79)
(19161,14,79,8, 79)
(48797,37,82,8, 79)
(37438,14,70,8, 79)
(42539,96,31,6, 79)
(43121,72,19,6, 79)
(35968,39,84,8, 79)
(42630,47,92,4, 79)
(33338,56,1,8, 79)
(37381,28,92,4, 79)
(42341,75,10,8, 79)
(12525,93,38,6, 79)
(17782,49,92,8, 79)
(19055,86,1,4, 79)
(34475,20,65,6, 79)
(17697,61,10,6, 79)
(16547,21,86,4, 79)
(12172,29,71,4, 79)
(39856,94,20,6, 79)
(38896,44,100,6, 79)
(11937,75,30,8, 79)
(34180,33,99,8, 79)
(47123,48,92,6, 79)
(35644,62,7,4, 79)
(13739,54,9,8, 79)
(48116,44,99,4, 79)
(15170,10,84,4, 79)
(10686,27,82,8, 79)
(37159,15,70,4, 79)
(44679,95,40,4, 79)
(25998,32,90,4, 79)
(15142,13,100,6, 79)
(36453,86,1,8, 79)
(15118,66,11,4, 79)
(32427,69,14,6, 79)
(20568,7,91,6, 79)
(33186,46,91,6, 79)
(35634,10,65,6, 79)
(12984,33,89,4, 79)
(40859,84,19,4, 79)
(21638,84,10,8, 79)
(40747,100,23,4, 79)
(50687,10,85,4, 79)
(50311,38,83,6, 79)
(11704,17,82,4, 79)
(26276,16,81,8, 79)
(13988,58,1,8, 79)
(25015,56,1,8, 79)
(36405,10,85,4, 79)
(27510,52,10,6, 79)
(44820,25,90,8, 79)
(44813,64,10,4, 79)
(16511,100,12,8, 79)
(35615,97,42,8, 79)
(26037,26,71,8, 79)
(15280,67,11,6, 79)
(37149,55,10,6, 79)
(29239,23,90,6, 79)
(31346,17,91,8, 79)
(40846,34,99,4, 79)
(32041,33,90,4, 79)
(27523,31,97,4, 79)
(16688,11,68,8, 79)
(15063,1,89,8, 79)
(41045,5,60,4, 79)
(25958,77,21,8, 79)
(16828,25,80,4, 79)
(39674,97,31,8, 79)
(44456,58,3,6, 79)
(32603,98,41,4, 79)
(28619,95,20,8, 79)
(24435,79,3,8, 79)
(20379,63,19,4, 79)
(41097,40,83,4, 79)
(41103,59,1,8, 79)
(16919,3,80,4, 79)
(41115,95,10,6, 79)
(26433,94,19,4, 79)
(50077,62,10,6, 79)
(35898,53,10,4, 79)
(26440,2,87,4, 79)
(41137,57,2,8, 79)
(38276,35,90,8, 79)
(11640,1,98,4, 79)
(15066,9,52,6, 79)
(25959,28,71,4, 79)
(44517,70,1,4, 79)
(33742,86,31,8, 79)
(35674,81,37,4, 79)
(33036,12,99,4, 79)
(20537,68,12,4, 79)
(44609,8,72,4, 79)
(40959,73,20,8, 79)
(16707,61,19,6, 79)
(40968,71,28,4, 79)
(47401,68,1,4, 79)
(36226,51,7,6, 79)
(16718,39,82,8, 79)
(16721,84,39,6, 79)
(14058,24,89,4, 79)
(36459,72,9,6, 79)
(36628,55,10,8, 79)
(16751,6,71,6, 79)
(41008,32,90,8, 79)
(16758,25,80,6, 79)
(38490,46,91,8, 79)
(46233,6,61,4, 79)
(39034,80,15,4, 79)
(16446,76,1,6, 79)
(37944,23,99,4, 79)
(13849,2,87,6, 79)
(40233,68,2,4, 79)
(45532,65,10,4, 79)
(45272,66,11,4, 79)
(16023,99,13,8, 79)
(23405,3,88,6, 79)
(34019,85,40,4, 79)
(45562,85,40,4, 79)
(32833,95,30,8, 79)
(16028,79,12,6, 79)
(47208,36,81,4, 79)
(49311,93,40,6, 79)
(48188,54,10,4, 79)
(28916,99,42,4, 79)
(27753,52,9,6, 79)
(34030,95,10,6, 79)
(10815,21,100,8, 79)
(40155,98,11,6, 79)
(40500,48,92,4, 79)
(40248,79,14,4, 79)
(36059,77,12,6, 79)
(30476,22,90,4, 79)
(30475,20,61,8, 79)
(21160,81,17,4, 79)
(40361,53,8,8, 79)
(38953,75,10,8, 79)
(15903,36,91,8, 79)
(21135,57,2,6, 79)
(30894,32,97,8, 79)
(49272,55,10,6, 79)
(48692,51,8,6, 79)
(45439,64,20,8, 79)
(21211,87,12,6, 79)
(15918,24,79,4, 79)
(33974,67,1,8, 79)
(40399,63,9,4, 79)
(45464,27,82,8, 79)
(37087,8,82,6, 79)
(32836,31,90,6, 79)
(21091,23,90,8, 79)
(29912,56,1,6, 79)
(29878,74,30,4, 79)
(12884,68,3,4, 79)
(21573,71,6,6, 79)
(11832,22,100,4, 79)
(34046,27,82,4, 79)
(44958,22,89,6, 79)
(10855,65,20,4, 79)
(47164,53,9,4, 79)
(25239,1,78,4, 79)
(29734,91,29,6, 79)
(27847,52,8,6, 79)
(12930,89,1,8, 79)
(16341,6,61,4, 79)
(36775,42,100,6, 79)
(28917,59,1,8, 79)
(44926,67,1,4, 79)
(50148,69,14,4, 79)
(21557,73,20,8, 79)
(48148,82,18,6, 79)
(39950,54,9,6, 79)
(25281,9,61,4, 79)
(27527,55,10,4, 79)
(27864,62,18,6, 79)
(49377,18,71,4, 79)
(44969,38,92,4, 79)
(35430,41,98,6, 79)
(13953,100,21,8, 79)
(35400,37,92,4, 79)
(13930,43,99,4, 79)
(45658,48,93,4, 79)
(30821,100,2,6, 79)
(27779,51,9,8, 79)
(26098,36,91,4, 79)
(20968,66,1,4, 79)
(10737,67,12,4, 79)
(32138,42,98,8, 79)
(13943,84,20,6, 79)
(48581,79,2,6, 79)
(33877,48,93,6, 79)
(25178,96,41,8, 79)
(29877,67,12,8, 79)
(45072,41,99,8, 79)
(38430,95,10,4, 79)
(40025,61,9,6, 79)
(50296,58,3,4, 79)
(45023,6,81,6, 79)
(32244,32,97,6, 79)
(47179,21,79,6, 79)
(25926,68,12,4, 79)
(11665,96,11,8, 79)
(50608,68,13,6, 79)
(19887,47,91,6, 79)
(28144,46,91,4, 79)
(22703,100,33,8, 79)
(46580,75,10,6, 79)
(36603,20,64,4, 79)
(29346,55,10,8, 79)
(32309,10,83,8, 79)
(11525,94,30,4, 79)
(31048,92,40,4, 79)
(23582,75,20,4, 79)
(10564,69,13,8, 79)
(28219,49,93,6, 79)
(43861,30,94,8, 79)
(33617,94,50,8, 79)
(38528,32,99,6, 79)
(41566,46,91,8, 79)
(14288,44,100,8, 79)
(41500,61,7,8, 79)
(24770,13,98,4, 79)
(14287,83,30,4, 79)
(41418,33,98,6, 79)
(41570,12,98,4, 79)
(38858,3,99,8, 79)
(13609,57,2,6, 79)
(10632,86,31,6, 79)
(44202,64,19,4, 79)
(22700,45,100,8, 79)
(22391,61,18,4, 79)
(13639,14,79,4, 79)
(36889,44,100,8, 79)
(50417,87,31,6, 79)
(31489,91,16,4, 79)
(39316,28,93,8, 79)
(31144,79,2,6, 79)
(34339,36,81,8, 79)
(13614,66,11,8, 79)
(50412,79,24,8, 79)
(23352,25,90,6, 79)
(10978,46,91,6, 79)
(23034,59,2,8, 79)
(48968,36,81,8, 79)
(48429,89,1,4, 79)
(46648,95,20,4, 79)
(47496,72,7,6, 79)
(34399,69,14,6, 79)
(39297,62,19,8, 79)
(28363,15,70,8, 79)
(14324,20,92,8, 79)
(44124,25,100,8, 79)
(50029,40,93,8, 79)
(34333,72,28,4, 79)
(20146,71,16,8, 79)
(27235,32,98,8, 79)
(39366,84,19,6, 79)
(39368,87,22,8, 79)
(28841,73,19,8, 79)
(13591,84,10,4, 79)
(14117,52,10,4, 79)
(23905,70,11,6, 79)
(20193,54,9,4, 79)
(29161,2,100,6, 79)
(31283,43,98,6, 79)
(46434,51,7,4, 79)
(23336,69,2,8, 79)
(34425,74,20,4, 79)
(38093,46,91,4, 79)
(14380,41,100,6, 79)
(19828,71,6,4, 79)
(11994,4,79,4, 79)
(46822,19,62,4, 79)
(14427,80,25,8, 79)
(41187,100,3,8, 79)
(11482,71,26,4, 79)
(26592,96,1,8, 79)
(24842,58,1,6, 79)
(31965,87,11,6, 79)
(41480,1,79,6, 79)
(37278,65,20,6, 79)
(14422,51,10,8, 79)
(31671,76,1,4, 79)
(14843,6,91,8, 79)
(47069,98,33,6, 79)
(47013,65,10,8, 79)
(46809,98,1,4, 79)
(41465,63,10,6, 79)
(47965,86,11,4, 79)
(20013,95,50,6, 79)
(46943,6,71,4, 79)
(31682,59,3,6, 79)
(14514,51,10,6, 79)
(23527,62,18,6, 79)
(10579,71,8,8, 79)
(41589,84,10,4, 79)
(36754,60,1,4, 79)
(12109,87,1,6, 79)
(14113,44,100,6, 79)
(46929,19,84,4, 79)
(14285,83,38,6, 79)
(28706,87,21,4, 79)
(36904,18,71,4, 79)
(38572,77,1,6, 79)
(17113,14,69,4, 79)
(25808,29,84,8, 79)
(10955,81,7,4, 79)
(48836,80,2,8, 79)
(19852,17,72,4, 79)
(49573,57,1,4, 79)
(10959,94,49,6, 79)
(31970,95,30,6, 79)
(17069,9,72,4, 79)
(41244,21,100,8, 79)
(45701,54,9,4, 8)
(48600,42,100,8, 8)
(21488,20,65,4, 8)
(37458,25,80,4, 8)
(38658,69,4,4, 8)
(38106,36,91,6, 8)
